table,table.lower,Description,URL (for data),Reference,DOI (for paper),DOI (for data),Original License,Custom License (source),Public Reshare?,Derived License,Custom License (derived),Notes,Contributor,Date
szabo_2025_family_conflict,szabo_2025_family_conflict,,,,,10.17632/jkwhf3ys6z,,,Public,CC BY 4.0,,,automated,9/6/2026
szabo_2025_work_conflict,szabo_2025_work_conflict,,,,,10.17632/jkwhf3ys6z,,,Public,CC BY 4.0,,,automated,9/6/2026
szabo_2025_pss4,szabo_2025_pss4,,,,,10.17632/jkwhf3ys6z,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_aktif_gir_yonel,avci_2024_aktif_gir_yonel,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_bagmsz_gir_yonel,avci_2024_bagmsz_gir_yonel,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_basrmaarzu_gir_yonel,avci_2024_basrmaarzu_gir_yonel,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_belirsiz_kac,avci_2024_belirsiz_kac,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_bskdaykontrol_odak,avci_2024_bskdaykontrol_odak,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_gecmis_gir_yonel,avci_2024_gecmis_gir_yonel,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_guc_gir_yonel,avci_2024_guc_gir_yonel,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_ickontrol_odak,avci_2024_ickontrol_odak,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_ikyoz_yeterlk,avci_2024_ikyoz_yeterlk,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_issahp_gir_yonel,avci_2024_issahp_gir_yonel,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_kazanc_gir_yonel,avci_2024_kazanc_gir_yonel,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_kimlik_com,avci_2024_kimlik_com,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_kimlik_dar,avci_2024_kimlik_dar,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_kimlik_miss,avci_2024_kimlik_miss,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_oz_norm,avci_2024_oz_norm,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_risk_algi,avci_2024_risk_algi,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_risk_gir_yonel,avci_2024_risk_gir_yonel,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_sansdaykontrol_odak,avci_2024_sansdaykontrol_odak,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_statu_gir_yonel,avci_2024_statu_gir_yonel,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_sureklgel_gir_yonel,avci_2024_sureklgel_gir_yonel,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_tmlamacoz_yeterlk,avci_2024_tmlamacoz_yeterlk,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_toplmfayd_gir_yonel,avci_2024_toplmfayd_gir_yonel,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_urunpazgeloz_yeterlk,avci_2024_urunpazgeloz_yeterlk,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_yatrmciliskoz_yeterlk,avci_2024_yatrmciliskoz_yeterlk,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_yencevolsoz_yeterlk,avci_2024_yencevolsoz_yeterlk,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_zorbasetoz_yeterlk,avci_2024_zorbasetoz_yeterlk,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
avci_2024_zorunluluk_gir_yonel,avci_2024_zorunluluk_gir_yonel,,,,,10.17632/826gmw6ypw,,,Public,CC BY 4.0,,,automated,9/6/2026
celik_2026_academic_motivation,celik_2026_academic_motivation,,,,,10.17632/hwp4wsb549,,,Public,CC BY 4.0,,,automated,9/6/2026
celik_2026_bfi,celik_2026_bfi,,,,,10.17632/hwp4wsb549,,,Public,CC BY 4.0,,,automated,9/6/2026
celik_2026_bpns,celik_2026_bpns,,,,,10.17632/hwp4wsb549,,,Public,CC BY 4.0,,,automated,9/6/2026
celik_2026_distance_ed_attitudes_16,celik_2026_distance_ed_attitudes_16,,,,,10.17632/hwp4wsb549,,,Public,CC BY 4.0,,,automated,9/6/2026
celik_2026_distance_ed_attitudes_26,celik_2026_distance_ed_attitudes_26,,,,,10.17632/hwp4wsb549,,,Public,CC BY 4.0,,,automated,9/6/2026
celik_2026_tipi,celik_2026_tipi,,,,,10.17632/hwp4wsb549,,,Public,CC BY 4.0,,,automated,9/6/2026
chen_2026_ai,chen_2026_ai,,,,,10.17632/ywjhb9mw82,,,Public,CC BY 4.0,,,automated,9/6/2026
chen_2026_bi,chen_2026_bi,,,,,10.17632/ywjhb9mw82,,,Public,CC BY 4.0,,,automated,9/6/2026
chen_2026_ch,chen_2026_ch,,,,,10.17632/ywjhb9mw82,,,Public,CC BY 4.0,,,automated,9/6/2026
chen_2026_ee,chen_2026_ee,,,,,10.17632/ywjhb9mw82,,,Public,CC BY 4.0,,,automated,9/6/2026
chen_2026_ie,chen_2026_ie,,,,,10.17632/ywjhb9mw82,,,Public,CC BY 4.0,,,automated,9/6/2026
chen_2026_il,chen_2026_il,,,,,10.17632/ywjhb9mw82,,,Public,CC BY 4.0,,,automated,9/6/2026
chen_2026_in,chen_2026_in,,,,,10.17632/ywjhb9mw82,,,Public,CC BY 4.0,,,automated,9/6/2026
chen_2026_ir,chen_2026_ir,,,,,10.17632/ywjhb9mw82,,,Public,CC BY 4.0,,,automated,9/6/2026
chen_2026_pr,chen_2026_pr,,,,,10.17632/ywjhb9mw82,,,Public,CC BY 4.0,,,automated,9/6/2026
chen_2026_rf,chen_2026_rf,,,,,10.17632/ywjhb9mw82,,,Public,CC BY 4.0,,,automated,9/6/2026
clipa_2025_mslq,clipa_2025_mslq,,,,,10.17632/bj5vtsj7bj,,,Public,CC BY 4.0,,,automated,9/6/2026
dai_2025_music_motivation,dai_2025_music_motivation,,,,,10.17632/hwvsd5zd4d,,,Public,CC BY 4.0,,,automated,9/6/2026
erguvan_2022_questionnaire,erguvan_2022_questionnaire,,,,,10.17632/4sn3936svj,,,Public,CC BY 4.0,,,automated,9/6/2026
figalova_2021_bdi,figalova_2021_bdi,,,,,10.17632/kmkhx3tzjx,,,Public,CC BY 4.0,,,automated,9/6/2026
figalova_2021_pss,figalova_2021_pss,,,,,10.17632/kmkhx3tzjx,,,Public,CC BY 4.0,,,automated,9/6/2026
figalova_2021_stai_state,figalova_2021_stai_state,,,,,10.17632/kmkhx3tzjx,,,Public,CC BY 4.0,,,automated,9/6/2026
figalova_2021_stai_trait,figalova_2021_stai_trait,,,,,10.17632/kmkhx3tzjx,,,Public,CC BY 4.0,,,automated,9/6/2026
fraijo_2022_mslq,fraijo_2022_mslq,,,,,10.17632/bsxgbt8wnp,,,Public,CC BY 4.0,,,automated,9/6/2026
hoai_2026_academic_achievement,hoai_2026_academic_achievement,,,,,10.17632/tdsspksw83,,,Public,CC BY 4.0,,,automated,9/6/2026
hoai_2026_cognitive_presence,hoai_2026_cognitive_presence,,,,,10.17632/tdsspksw83,,,Public,CC BY 4.0,,,automated,9/6/2026
hoai_2026_instructional_design_quality,hoai_2026_instructional_design_quality,,,,,10.17632/tdsspksw83,,,Public,CC BY 4.0,,,automated,9/6/2026
hoai_2026_learning_experience,hoai_2026_learning_experience,,,,,10.17632/tdsspksw83,,,Public,CC BY 4.0,,,automated,9/6/2026
hoai_2026_social_presence,hoai_2026_social_presence,,,,,10.17632/tdsspksw83,,,Public,CC BY 4.0,,,automated,9/6/2026
hoai_2026_student_engagement,hoai_2026_student_engagement,,,,,10.17632/tdsspksw83,,,Public,CC BY 4.0,,,automated,9/6/2026
hoai_2026_teaching_presence,hoai_2026_teaching_presence,,,,,10.17632/tdsspksw83,,,Public,CC BY 4.0,,,automated,9/6/2026
khoa_2023_assurance,khoa_2023_assurance,,,,,10.17632/tpgsnk4928,,,Public,CC BY 4.0,,,automated,9/6/2026
khoa_2023_knowledge_acquisition,khoa_2023_knowledge_acquisition,,,,,10.17632/tpgsnk4928,,,Public,CC BY 4.0,,,automated,9/6/2026
khoa_2023_knowledge_dissemination,khoa_2023_knowledge_dissemination,,,,,10.17632/tpgsnk4928,,,Public,CC BY 4.0,,,automated,9/6/2026
khoa_2023_knowledge_use,khoa_2023_knowledge_use,,,,,10.17632/tpgsnk4928,,,Public,CC BY 4.0,,,automated,9/6/2026
khoa_2023_teaching_materials,khoa_2023_teaching_materials,,,,,10.17632/tpgsnk4928,,,Public,CC BY 4.0,,,automated,9/6/2026
khulwa_2025_algorithm_awareness,khulwa_2025_algorithm_awareness,,,,,10.17632/mhfkgs7z3c,,,Public,CC BY 4.0,,,automated,9/6/2026
khulwa_2025_engagement,khulwa_2025_engagement,,,,,10.17632/mhfkgs7z3c,,,Public,CC BY 4.0,,,automated,9/6/2026
khulwa_2025_motivation_1,khulwa_2025_motivation_1,,,,,10.17632/mhfkgs7z3c,,,Public,CC BY 4.0,,,automated,9/6/2026
khulwa_2025_motivation_2,khulwa_2025_motivation_2,,,,,10.17632/mhfkgs7z3c,,,Public,CC BY 4.0,,,automated,9/6/2026
khulwa_2025_motivation_3,khulwa_2025_motivation_3,,,,,10.17632/mhfkgs7z3c,,,Public,CC BY 4.0,,,automated,9/6/2026
khulwa_2025_motivation_4,khulwa_2025_motivation_4,,,,,10.17632/mhfkgs7z3c,,,Public,CC BY 4.0,,,automated,9/6/2026
lee_2019_academic_motivation_scale,lee_2019_academic_motivation_scale,,,,,10.17632/hg4x8cn7zb,,,Public,CC BY 4.0,,,automated,9/6/2026
lestari_2026_cognitive_flexibility,lestari_2026_cognitive_flexibility,,,,,10.17632/6y7sbzjbny,,,Public,CC BY 4.0,,,automated,9/6/2026
lestari_2026_inhibitory_control,lestari_2026_inhibitory_control,,,,,10.17632/6y7sbzjbny,,,Public,CC BY 4.0,,,automated,9/6/2026
lestari_2026_working_memory,lestari_2026_working_memory,,,,,10.17632/6y7sbzjbny,,,Public,CC BY 4.0,,,automated,9/6/2026
lozano_2018_cognition,lozano_2018_cognition,,,,,10.17632/3fhcxn3zd3,,,Public,CC BY 4.0,,,automated,9/6/2026
lozano_2018_getting_along,lozano_2018_getting_along,,,,,10.17632/3fhcxn3zd3,,,Public,CC BY 4.0,,,automated,9/6/2026
lozano_2018_life_activities,lozano_2018_life_activities,,,,,10.17632/3fhcxn3zd3,,,Public,CC BY 4.0,,,automated,9/6/2026
lozano_2018_mobility,lozano_2018_mobility,,,,,10.17632/3fhcxn3zd3,,,Public,CC BY 4.0,,,automated,9/6/2026
lozano_2018_participation,lozano_2018_participation,,,,,10.17632/3fhcxn3zd3,,,Public,CC BY 4.0,,,automated,9/6/2026
lozano_2018_self_care,lozano_2018_self_care,,,,,10.17632/3fhcxn3zd3,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_autonomy_academic_motivation,nguyen_2026_autonomy_academic_motivation,,,,,10.17632/whsbpyxy6w,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_autonomy_academic_pressure,nguyen_2026_autonomy_academic_pressure,,,,,10.17632/whsbpyxy6w,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_autonomy_family_factors,nguyen_2026_autonomy_family_factors,,,,,10.17632/whsbpyxy6w,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_autonomy_school_autonomy_support,nguyen_2026_autonomy_school_autonomy_support,,,,,10.17632/whsbpyxy6w,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_autonomy_student_choice,nguyen_2026_autonomy_student_choice,,,,,10.17632/whsbpyxy6w,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_autonomy_student_ownership,nguyen_2026_autonomy_student_ownership,,,,,10.17632/whsbpyxy6w,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_autonomy_student_voice,nguyen_2026_autonomy_student_voice,,,,,10.17632/whsbpyxy6w,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_misfit_academic_performance,nguyen_2026_misfit_academic_performance,,,,,10.17632/j8tkztz636,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_misfit_learning_misfit,nguyen_2026_misfit_learning_misfit,,,,,10.17632/j8tkztz636,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_misfit_learning_motivation,nguyen_2026_misfit_learning_motivation,,,,,10.17632/j8tkztz636,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_misfit_learning_satisfaction,nguyen_2026_misfit_learning_satisfaction,,,,,10.17632/j8tkztz636,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_misfit_technostress,nguyen_2026_misfit_technostress,,,,,10.17632/j8tkztz636,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_sdt_academic_motivation,nguyen_2026_sdt_academic_motivation,,,,,10.17632/n45sjtxmzy,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_sdt_autonomy,nguyen_2026_sdt_autonomy,,,,,10.17632/n45sjtxmzy,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_sdt_competence,nguyen_2026_sdt_competence,,,,,10.17632/n45sjtxmzy,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_sdt_mental_health,nguyen_2026_sdt_mental_health,,,,,10.17632/n45sjtxmzy,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_sdt_perceived_performance,nguyen_2026_sdt_perceived_performance,,,,,10.17632/n45sjtxmzy,,,Public,CC BY 4.0,,,automated,9/6/2026
nguyen_2026_sdt_relatedness,nguyen_2026_sdt_relatedness,,,,,10.17632/n45sjtxmzy,,,Public,CC BY 4.0,,,automated,9/6/2026
pham_2026_bsgt,pham_2026_bsgt,,,,,10.17632/htwjk32j59,,,Public,CC BY 4.0,,,automated,9/6/2026
pham_2026_bsth,pham_2026_bsth,,,,,10.17632/htwjk32j59,,,Public,CC BY 4.0,,,automated,9/6/2026
pham_2026_bsyn,pham_2026_bsyn,,,,,10.17632/htwjk32j59,,,Public,CC BY 4.0,,,automated,9/6/2026
pham_2026_gp,pham_2026_gp,,,,,10.17632/htwjk32j59,,,Public,CC BY 4.0,,,automated,9/6/2026
pham_2026_ktscx,pham_2026_ktscx,,,,,10.17632/htwjk32j59,,,Public,CC BY 4.0,,,automated,9/6/2026
pham_2026_ktslh,pham_2026_ktslh,,,,,10.17632/htwjk32j59,,,Public,CC BY 4.0,,,automated,9/6/2026
pham_2026_ktsth,pham_2026_ktsth,,,,,10.17632/htwjk32j59,,,Public,CC BY 4.0,,,automated,9/6/2026
pham_2026_thbt,pham_2026_thbt,,,,,10.17632/htwjk32j59,,,Public,CC BY 4.0,,,automated,9/6/2026
ramadan_2026_ai_awareness,ramadan_2026_ai_awareness,,,,,10.17632/xd27t4g547,,,Public,CC BY 4.0,,,automated,9/6/2026
ramadan_2026_applied_practice,ramadan_2026_applied_practice,,,,,10.17632/xd27t4g547,,,Public,CC BY 4.0,,,automated,9/6/2026
ramadan_2026_attitudes,ramadan_2026_attitudes,,,,,10.17632/xd27t4g547,,,Public,CC BY 4.0,,,automated,9/6/2026
ramadan_2026_perceived_competence,ramadan_2026_perceived_competence,,,,,10.17632/xd27t4g547,,,Public,CC BY 4.0,,,automated,9/6/2026
ribeiro_2019_academic_motivation,ribeiro_2019_academic_motivation,,,,,10.17632/6n78w5pz74,,,Public,CC BY 4.0,,,automated,9/6/2026
saha_2026_cesd,saha_2026_cesd,,,,,10.17632/c5gpdtj8jv,,,Public,CC BY 4.0,,,automated,9/6/2026
ventura_2025_quadrant_a,ventura_2025_quadrant_a,,,,,10.17632/wjsv27cc7v,,,Public,CC BY 4.0,,,automated,9/6/2026
ventura_2025_quadrant_b,ventura_2025_quadrant_b,,,,,10.17632/wjsv27cc7v,,,Public,CC BY 4.0,,,automated,9/6/2026
ventura_2025_quadrant_c,ventura_2025_quadrant_c,,,,,10.17632/wjsv27cc7v,,,Public,CC BY 4.0,,,automated,9/6/2026
ventura_2025_quadrant_d,ventura_2025_quadrant_d,,,,,10.17632/wjsv27cc7v,,,Public,CC BY 4.0,,,automated,9/6/2026
yao_2020_bai,yao_2020_bai,,,,,10.17632/94p8m47y58,,,Public,CC BY 4.0,,,automated,9/6/2026
yao_2020_bdi,yao_2020_bdi,,,,,10.17632/94p8m47y58,,,Public,CC BY 4.0,,,automated,9/6/2026
yao_2020_epq,yao_2020_epq,,,,,10.17632/94p8m47y58,,,Public,CC BY 4.0,,,automated,9/6/2026
yao_2020_gad,yao_2020_gad,,,,,10.17632/94p8m47y58,,,Public,CC BY 4.0,,,automated,9/6/2026
yao_2020_ius,yao_2020_ius,,,,,10.17632/94p8m47y58,,,Public,CC BY 4.0,,,automated,9/6/2026
yao_2020_pswq,yao_2020_pswq,,,,,10.17632/94p8m47y58,,,Public,CC BY 4.0,,,automated,9/6/2026
onah_2021_covid_knowledge,onah_2021_covid_knowledge,,,,,10.17632/cf3s3v8wb3,,,Public,CC BY 4.0,,,automated,9/6/2026
onah_2021_covid_info_sources,onah_2021_covid_info_sources,,,,,10.17632/cf3s3v8wb3,,,Public,CC BY 4.0,,,automated,9/6/2026
floreskanter_2021_cerq,floreskanter_2021_cerq,,,,,10.17632/48y8tkf5wh,,,Public,CC BY 4.0,,,automated,9/6/2026
kalczajanosi_2021_covid_fear,kalczajanosi_2021_covid_fear,,,,,10.6084/m9.figshare.15090891,,,Public,CC BY 4.0,,,automated,9/6/2026
kalczajanosi_2021_vaccine_skepticism,kalczajanosi_2021_vaccine_skepticism,,,,,10.6084/m9.figshare.15090891,,,Public,CC BY 4.0,,,automated,9/6/2026
kalczajanosi_2021_covid_risk,kalczajanosi_2021_covid_risk,,,,,10.6084/m9.figshare.15090891,,,Public,CC BY 4.0,,,automated,9/6/2026
risticdedic_2025_dhq_importance,risticdedic_2025_dhq_importance,,,,,10.5281/zenodo.15341219,,,Public,CC BY 4.0,,,automated,9/6/2026
risticdedic_2025_dhq_currentstate,risticdedic_2025_dhq_currentstate,,,,,10.5281/zenodo.15341219,,,Public,CC BY 4.0,,,automated,9/6/2026
risticdedic_2025_dhq_expectation,risticdedic_2025_dhq_expectation,,,,,10.5281/zenodo.15341219,,,Public,CC BY 4.0,,,automated,9/6/2026
benchelbi_2021_mtq48,benchelbi_2021_mtq48,,,,,10.5281/zenodo.5390587,,,Public,CC BY 4.0,,,automated,9/6/2026
huang_2023_medseq,huang_2023_medseq,,,,,10.7910/dvn/sq8pjy,,,Public,CC0 1.0,,,automated,9/6/2026
ilic_2019_whoqol_bref,ilic_2019_whoqol_bref,,,,,10.5281/zenodo.3404237,,,Public,CC BY 4.0,,,automated,9/6/2026
livacicrojas_2023_lvq,livacicrojas_2023_lvq,,,,,10.7910/dvn/aex8pp,,,Public,CC0 1.0,,,automated,9/6/2026
woodall_2020_bfi44,woodall_2020_bfi44,,,,,10.5281/zenodo.3695861,,,Public,CC BY 4.0,,,automated,9/6/2026
rodriguezsantero_2024_sats36,rodriguezsantero_2024_sats36,,,,,10.5281/zenodo.10546410,,,Public,CC BY 4.0,,,automated,9/6/2026
atik_2026_climate_anxiety,atik_2026_climate_anxiety,,,,,10.5281/zenodo.18601426,,,Public,CC BY 4.0,,,automated,9/6/2026
atik_2026_psych_resilience,atik_2026_psych_resilience,,,,,10.5281/zenodo.18601426,,,Public,CC BY 4.0,,,automated,9/6/2026
daderman_2023_wis,daderman_2023_wis,,,,,10.17632/j95y99fzb9,,,Public,CC BY 4.0,,,automated,9/6/2026
daderman_2023_naq_r,daderman_2023_naq_r,,,,,10.17632/j95y99fzb9,,,Public,CC BY 4.0,,,automated,9/6/2026
hahn_2025_sqc,hahn_2025_sqc,,,,,10.5281/zenodo.17159652,,,Public,CC BY 4.0,,,automated,9/6/2026
alqerem_2024_diabetic_health_literacy,alqerem_2024_diabetic_health_literacy,,,,,10.5281/zenodo.10812303,,,Public,CC BY 4.0,,,automated,9/6/2026
antunez_2013_rmeq,antunez_2013_rmeq,,,,,10.5281/zenodo.18681288,,,Public,CC BY 4.0,,,automated,9/6/2026
antunez_2013_tmms24,antunez_2013_tmms24,,,,,10.5281/zenodo.18681288,,,Public,CC BY 4.0,,,automated,9/6/2026
apaza_2026_meim_r,apaza_2026_meim_r,,,,,10.5281/zenodo.22117910,,,Public,CC BY 4.0,,,automated,9/6/2026
apaza_2026_sdo,apaza_2026_sdo,,,,,10.5281/zenodo.22117910,,,Public,CC BY 4.0,,,automated,9/6/2026
apaza_2026_self_esteem,apaza_2026_self_esteem,,,,,10.5281/zenodo.22117910,,,Public,CC BY 4.0,,,automated,9/6/2026
kotsou_2016_bdi,kotsou_2016_bdi,,,,,10.6084/m9.figshare.3122734,,,Public,CC BY 4.0,,,automated,9/6/2026
kotsou_2016_happiness,kotsou_2016_happiness,,,,,10.6084/m9.figshare.3122734,,,Public,CC BY 4.0,,,automated,9/6/2026
kotsou_2016_life_satisfaction,kotsou_2016_life_satisfaction,,,,,10.6084/m9.figshare.3122734,,,Public,CC BY 4.0,,,automated,9/6/2026
kotsou_2016_panas,kotsou_2016_panas,,,,,10.6084/m9.figshare.3122734,,,Public,CC BY 4.0,,,automated,9/6/2026
kotsou_2016_plc,kotsou_2016_plc,,,,,10.6084/m9.figshare.3122734,,,Public,CC BY 4.0,,,automated,9/6/2026
kotsou_2016_scs,kotsou_2016_scs,,,,,10.6084/m9.figshare.3122734,,,Public,CC BY 4.0,,,automated,9/6/2026
matosaslopez_2022_bars_teaching,matosaslopez_2022_bars_teaching,,,,,10.5281/zenodo.15160903,,,Public,CC BY 4.0,,,automated,9/6/2026
matosaslopez_2024_questionnaire_quality,matosaslopez_2024_questionnaire_quality,,,,,10.5281/zenodo.15151243,,,Public,CC BY 4.0,,,automated,9/6/2026
matosaslopez_2024_teacher_assessment,matosaslopez_2024_teacher_assessment,,,,,10.5281/zenodo.15151243,,,Public,CC BY 4.0,,,automated,9/6/2026
nurjanah_2019_hls47,nurjanah_2019_hls47,,,,,10.17632/zr54c7rxs3,,,Public,CC BY 4.0,,,automated,9/6/2026
prihastiwi_2026_adcap,prihastiwi_2026_adcap,,,,,10.5281/zenodo.22104768,,,Public,CC BY 4.0,,,automated,9/6/2026
sekowski_2025_mast,sekowski_2025_mast,,,,,10.7910/dvn/hxi9sz,,,Public,CC0 1.0,,,automated,9/6/2026
sekowski_2025_pies,sekowski_2025_pies,,,,,10.7910/dvn/hxi9sz,,,Public,CC0 1.0,,,automated,9/6/2026
tu_2022_achievement_motivation,tu_2022_achievement_motivation,,,,,10.5281/zenodo.7219876,,,Public,CC BY 4.0,,,automated,9/6/2026
wicherts_2023_5pft,wicherts_2023_5pft,,,,,10.34894/8nga0r,,,Public,CC0 1.0,,,automated,9/6/2026
alkhaldi_2023_whoqol_autism,alkhaldi_2023_whoqol_autism,,,,,10.5281/zenodo.7852343,,,Public,CC BY 4.0,,,automated,9/6/2026
chatzoudes_2021_emotional_exhaustion,chatzoudes_2021_emotional_exhaustion,,,,,10.5281/zenodo.5646614,,,Public,CC BY 4.0,,,automated,9/6/2026
chatzoudes_2021_ethical_leadership,chatzoudes_2021_ethical_leadership,,,,,10.5281/zenodo.5646614,,,Public,CC BY 4.0,,,automated,9/6/2026
chatzoudes_2021_job_satisfaction,chatzoudes_2021_job_satisfaction,,,,,10.5281/zenodo.5646614,,,Public,CC BY 4.0,,,automated,9/6/2026
chatzoudes_2021_service_delivery,chatzoudes_2021_service_delivery,,,,,10.5281/zenodo.5646614,,,Public,CC BY 4.0,,,automated,9/6/2026
chatzoudes_2021_trust,chatzoudes_2021_trust,,,,,10.5281/zenodo.5646614,,,Public,CC BY 4.0,,,automated,9/6/2026
chatzoudes_2021_turnover_intention,chatzoudes_2021_turnover_intention,,,,,10.5281/zenodo.5646614,,,Public,CC BY 4.0,,,automated,9/6/2026
li_2026_coach_leadership,li_2026_coach_leadership,,,,,10.5281/zenodo.21445573,,,Public,CC BY 4.0,,,automated,9/6/2026
li_2026_sport_commitment,li_2026_sport_commitment,,,,,10.5281/zenodo.21445573,,,Public,CC BY 4.0,,,automated,9/6/2026
li_2026_team_cohesion,li_2026_team_cohesion,,,,,10.5281/zenodo.21445573,,,Public,CC BY 4.0,,,automated,9/6/2026
turpochaparro_2026_family_communication,turpochaparro_2026_family_communication,,,,,10.5281/zenodo.20516198,,,Public,CC BY 4.0,,,automated,9/6/2026
turpochaparro_2026_self_esteem,turpochaparro_2026_self_esteem,,,,,10.5281/zenodo.20516198,,,Public,CC BY 4.0,,,automated,9/6/2026
turpochaparro_2026_social_network_addiction,turpochaparro_2026_social_network_addiction,,,,,10.5281/zenodo.20516198,,,Public,CC BY 4.0,,,automated,9/6/2026
wu_2024_achievement_emotions,wu_2024_achievement_emotions,,,,,10.5281/zenodo.11095879,,,Public,CC BY 4.0,,,automated,9/6/2026
ysladomendez_2023_mbi,ysladomendez_2023_mbi,,,,,10.5281/zenodo.8374494,,,Public,CC BY 4.0,,,automated,9/6/2026
baekgaard_2023_autonomy_loss,baekgaard_2023_autonomy_loss,,,,,10.5281/zenodo.7742956,,,Public,CC BY 4.0,,,automated,9/6/2026
baekgaard_2023_compliance,baekgaard_2023_compliance,,,,,10.5281/zenodo.7742956,,,Public,CC BY 4.0,,,automated,9/6/2026
baekgaard_2023_learning,baekgaard_2023_learning,,,,,10.5281/zenodo.7742956,,,Public,CC BY 4.0,,,automated,9/6/2026
baekgaard_2023_mastery,baekgaard_2023_mastery,,,,,10.5281/zenodo.7742956,,,Public,CC BY 4.0,,,automated,9/6/2026
baekgaard_2023_stigma,baekgaard_2023_stigma,,,,,10.5281/zenodo.7742956,,,Public,CC BY 4.0,,,automated,9/6/2026
baekgaard_2023_stress,baekgaard_2023_stress,,,,,10.5281/zenodo.7742956,,,Public,CC BY 4.0,,,automated,9/6/2026
hernandezmantilla_2024_cfni,hernandezmantilla_2024_cfni,,,,,10.5281/zenodo.13997042,,,Public,CC BY 4.0,,,automated,9/6/2026
hernandezmantilla_2024_cmni,hernandezmantilla_2024_cmni,,,,,10.5281/zenodo.13997042,,,Public,CC BY 4.0,,,automated,9/6/2026
lapietra_2026_volcanic_risk_perception,lapietra_2026_volcanic_risk_perception,,,,,10.5281/zenodo.19473011,,,Public,CC BY 4.0,,,automated,9/6/2026
osorio_2023_dos,osorio_2023_dos,,,,,10.5281/zenodo.8300667,,,Public,CC BY 4.0,,,automated,9/6/2026
silva_2022_crsy,silva_2022_crsy,,,,,10.5281/zenodo.6557048,,,Public,CC BY 4.0,,,automated,9/6/2026
